"Season","Name","Team","Pos","Inn","playerid"
"2007","Jerome Williams","WSN","P","30.0","1137"
"2007","Jay Witasick","- - -","P","31.1","1138"
"2007","Jason Isringhausen","STL","P","65.1","1158"
"2007","Steve Kline","SFG","P","46.0","1164"
"2007","Matt Morris","- - -","P","198.2","1172"
"2007","Jason Simontacchi","WSN","P","70.2","1181"
"2007","Mike Timlin","BOS","P","55.1","1187"
"2007","Woody Williams","HOU","P","188.0","1190"
"2007","Jesus Colome","WSN","P","66.0","1198"
"2007","Joe Kennedy","- - -","P","110.2","1217"
"2007","Tom Martin","COL","P","25.2","1219"
"2007","Bobby Seay","DET","P","46.1","1225"
"2007","Jorge Sosa","NYM","P","112.2","1228"
"2007","Jason Standridge","KCR","P","7.2","1229"
"2007","Victor Zambrano","- - -","P","23.0","1237"
"2007","Hector Carrasco","LAA","P","38.1","1240"
"2007","Francisco Cordero","MIL","P","63.1","1243"
"2007","Doug Davis","ARI","P","192.2","1244"
"2007","Dan Kolb","PIT","P","3.0","1257"
"2007","Colby Lewis","OAK","P","37.2","1259"
"2007","Chan Ho Park","NYM","P","4.0","1267"
"2007","Kenny Rogers","DET","P","63.0","1277"
"2007","Rudy Seanez","LAD","P","76.0","1279"
"2007","Chris Carpenter","STL","P","6.0","1292"
"2007","Kelvim Escobar","LAA","P","195.2","1298"
"2007","Scott Eyre","CHC","P","52.1","1300"
"2007","Roy Halladay","TOR","P","225.1","1303"
"2007","Esteban Loaiza","- - -","P","37.1","1310"
"2007","Brandon Lyon","ARI","P","74.0","1312"
"2007","Justin Miller","FLA","P","61.2","1313"
"2007","Joaquin Benoit","TEX","P","82.0","1437"
"2007","Bryan Corey","BOS","P","9.1","1439"
"2007","Brendan Donnelly","BOS","P","20.2","1441"
"2007","Chad Durbin","DET","P","127.2","1442"
"2007","Randy Flores","STL","P","55.0","1446"
"2007","Lee Gardner","FLA","P","74.1","1448"
"2007","Aaron Harang","CIN","P","231.2","1451"
"2007","Guillermo Mota","NYM","P","59.1","1467"
"2007","Bret Prinz","CHW","P","3.1","1474"
"2007","Jon Rauch","WSN","P","87.1","1475"
"2007","Josh Towers","TOR","P","107.0","1489"
"2007","Rob Bell","BAL","P","53.0","1492"
"2007","John Lackey","LAA","P","224.0","1507"
"2007","Mike Maroth","- - -","P","116.1","1508"
"2007","Oliver Perez","NYM","P","177.0","1514"
"2007","Kirk Saarloos","CIN","P","42.2","1516"
"2007","Tyler Yates","ATL","P","66.0","1527"
"2007","Brandon Backe","HOU","P","28.2","1529"
"2007","Ryan Bukvich","CHW","P","35.2","1531"
"2007","Luke Hudson","KCR","P","2.0","1542"
"2007","Micah Bowie","WSN","P","57.1","1561"
"2007","Aaron Cook","COL","P","166.0","1571"
"2007","Mark Hendrickson","LAD","P","122.2","1574"
"2007","Clay Condrey","PHI","P","50.0","1579"
"2007","Jason Davis","- - -","P","37.0","1598"
"2007","Pedro Feliciano","NYM","P","64.0","1601"
"2007","Josh Hancock","STL","P","12.2","1606"
"2007","Nate Robertson","DET","P","177.2","1620"
"2007","Salomon Torres","PIT","P","52.2","1628"
"2007","Cliff Lee","CLE","P","97.1","1636"
"2007","Wes Obermueller","FLA","P","59.0","1637"
"2007","Francisco Rodriguez","LAA","P","67.1","1642"
"2007","Brian Tallet","TOR","P","62.1","1646"
"2007","Luis Ayala","WSN","P","42.1","1650"
"2007","Russ Springer","STL","P","66.0","1652"
"2007","Oscar Villarreal","ATL","P","76.1","1654"
"2007","Stephen Randolph","HOU","P","13.1","1655"
"2007","Seth McClung","MIL","P","12.0","1657"
"2007","Jose Contreras","CHW","P","189.0","1660"
"2007","Javier Lopez","BOS","P","40.2","1663"
"2007","Jeremy Bonderman","DET","P","174.1","1667"
"2007","Chris Spurling","MIL","P","50.0","1668"
"2007","Wil Ledezma","- - -","P","59.1","1669"
"2007","Aquilino Lopez","DET","P","17.1","1671"
"2007","Trever Miller","HOU","P","46.1","1672"
"2007","Kiko Calero","OAK","P","40.2","1676"
"2007","Steve Colyer","ATL","P","3.2","1678"
"2007","Kyle Snyder","BOS","P","54.1","1689"
"2007","Brandon Webb","ARI","P","236.1","1692"
"2007","Derrick Turnbow","MIL","P","68.0","1694"
"2007","Claudio Vargas","MIL","P","134.1","1695"
"2007","Erasmo Ramirez","- - -","P","6.1","1699"
"2007","Chris Capuano","MIL","P","150.0","1701"
"2007","Dontrelle Willis","FLA","P","205.1","1703"
"2007","Todd Wellemeyer","- - -","P","79.1","1709"
"2007","Jose Valverde","ARI","P","64.1","1726"
"2007","Edgar Gonzalez","ARI","P","102.0","1727"
"2007","Aaron Heilman","NYM","P","86.0","1751"
"2007","Matt Miller","CLE","P","1.0","1754"
"2007","Dan Haren","OAK","P","222.2","1757"
"2007","Jason Stanford","CLE","P","26.1","1763"
"2007","Kevin Correia","SFG","P","101.2","1767"
"2007","John Wasdin","PIT","P","19.2","1768"
"2007","Ryan Wagner","WSN","P","15.2","1770"
"2007","Rich Harden","OAK","P","25.2","1772"
"2007","Sergio Mitre","FLA","P","149.0","1773"
"2007","Chin-hui Tsao","LAD","P","24.2","1776"
"2007","Greg Jones","LAA","P","8.2","1782"
"2007","Chad Gaudin","OAK","P","199.1","1783"
"2007","Jon Switzer","TBD","P","19.0","1786"
"2007","Jimmy Gobble","KCR","P","53.2","1791"
"2007","Kevin Gregg","FLA","P","84.0","1793"
"2007","Michael Gonzalez","ATL","P","17.0","1794"
"2007","J.J. Putz","SEA","P","71.2","1795"
"2007","Neal Cotts","CHC","P","16.2","1797"
"2007","Jon Adkins","NYM","P","1.0","1799"
"2007","Mike Wood","TEX","P","50.2","1806"
"2007","Dan Serafini","COL","P","0.1","1812"
"2007","Geoff Geary","PHI","P","67.1","1813"
"2007","Chad Cordero","WSN","P","75.0","1816"
"2007","Noah Lowry","SFG","P","156.0","1833"
"2007","Matt Belisle","CIN","P","177.2","1837"
"2007","Vinnie Chulk","SFG","P","53.0","1838"
"2007","Edwin Jackson","TBD","P","161.0","1841"
"2007","Chris Bootcheck","LAA","P","77.1","1842"
"2007","Aaron Miles","STL","P","2.0","1844"
"2007","John Grabow","PIT","P","51.2","1848"
"2007","Ryan Madson","PHI","P","56.0","1852"
"2007","Shawn Camp","TBD","P","40.0","1855"
"2007","Michael Wuertz","CHC","P","72.1","1856"
"2007","Brian Falkenborg","STL","P","18.2","1859"
"2007","Lino Urdaneta","NYM","P","1.0","1862"
"2007","Shawn Hill","WSN","P","97.1","1882"
"2007","Lenny DiNardo","OAK","P","131.1","1894"
"2007","Akinori Otsuka","TEX","P","32.1","1895"
"2007","Greg Aquino","MIL","P","14.0","1899"
"2007","David Aardsma","CHW","P","32.1","1902"
"2007","Jeff Bennett","ATL","P","13.0","1903"
"2007","Jason Frasor","TOR","P","57.0","1906"
"2007","Tim Harikkala","COL","P","3.1","1909"
"2007","Scott Proctor","- - -","P","86.1","1911"
"2007","Matt Thornton","CHW","P","56.1","1918"
"2007","Brian Bruney","NYY","P","50.0","1929"
"2007","Daniel Cabrera","BAL","P","204.1","1931"
"2007","Frank Francisco","TEX","P","59.1","1933"
"2007","Scott Dohmann","TBD","P","32.2","1936"
"2007","Justin Germano","SDP","P","133.1","1938"
"2007","Zack Greinke","KCR","P","122.0","1943"
"2007","Elizardo Ramirez","CIN","P","16.1","1946"
"2007","Denny Bautista","COL","P","8.2","1947"
"2007","Tim Byrdak","DET","P","45.0","1995"
"2007","Jason Wood","FLA","P","1.0","1999"
"2007","Dave Borkowski","HOU","P","71.2","2002"
"2007","Buddy Carlyle","ATL","P","107.0","2010"
"2007","Marty McLeary","PIT","P","7.2","2022"
"2007","Saul Rivera","WSN","P","93.0","2027"
"2007","Chris Booker","WSN","P","1.0","2039"
"2007","Tom Shearn","CIN","P","32.2","2040"
"2007","Jorge De La Rosa","KCR","P","130.0","2047"
"2007","Gustavo Chacin","TOR","P","27.1","2060"
"2007","Matt Guerrier","MIN","P","88.0","2061"
"2007","Jose Veras","NYY","P","9.1","2063"
"2007","Jeremy Guthrie","BAL","P","175.1","2072"
"2007","Chien-Ming Wang","NYY","P","199.1","2074"
"2007","Willie Eyre","TEX","P","68.0","2078"
"2007","Heath Bell","SDP","P","93.2","2080"
"2007","Francisco Rosario","PHI","P","26.1","2091"
"2007","Jon Leicester","BAL","P","32.0","2092"
"2007","Josh Wilson","TBD","P","1.0","2102"
"2007","Fernando Cabrera","- - -","P","43.2","2105"
"2007","Arnie Munoz","WSN","P","5.1","2111"
"2007","Andrew Brown","OAK","P","41.2","2115"
"2007","John Koronka","TEX","P","10.1","2130"
"2007","Gary Majewski","CIN","P","23.0","2131"
"2007","Adam Loewen","BAL","P","30.1","2134"
"2007","Angel Guzman","CHC","P","30.1","2145"
"2007","Sean Henn","NYY","P","36.2","2147"
"2007","Yhency Brazoban","LAD","P","1.2","2150"
"2007","Boof Bonser","MIN","P","173.0","2159"
"2007","John Rheinecker","TEX","P","50.1","2165"
"2007","Taylor Buchholz","COL","P","93.2","2168"
"2007","Chad Qualls","HOU","P","82.2","2170"
"2007","Dennis Sarfate","HOU","P","8.1","2174"
"2007","Renyel Pinto","FLA","P","58.2","2180"
"2007","Joel Hanrahan","WSN","P","51.0","2186"
"2007","Jake Woods","SEA","P","10.2","2196"
"2007","Mike Gosling","CIN","P","33.0","2204"
"2007","Justin Hampson","SDP","P","53.1","2209"
"2007","Ian Snell","PIT","P","208.0","2227"
"2007","John Van Benschoten","PIT","P","39.0","2228"
